Unicode,Char,Name,Ascender,Descender,Symmetry,Bouba_Score
U+04A0,Ҡ,CYRILLIC CAPITAL LETTER BASHKIR KA,True,False,Symmetrical,0.0
U+04A1,ҡ,CYRILLIC SMALL LETTER BASHKIR KA,False,False,Symmetrical,0.0
U+04A2,Ң,CYRILLIC CAPITAL LETTER EN WITH DESCENDER,True,True,Symmetrical,0.0
U+04A3,ң,CYRILLIC SMALL LETTER EN WITH DESCENDER,False,True,Symmetrical,0.0
U+04A4,Ҥ,CYRILLIC CAPITAL LIGATURE EN GHE,True,False,Right-Pointing,0.0
U+04A5,ҥ,CYRILLIC SMALL LIGATURE EN GHE,False,False,Right-Pointing,0.0
U+04A6,Ҧ,CYRILLIC CAPITAL LETTER PE WITH MIDDLE HOOK,True,True,Symmetrical,0.654
U+04A7,ҧ,CYRILLIC SMALL LETTER PE WITH MIDDLE HOOK,False,True,Symmetrical,0.667
U+04A8,Ҩ,CYRILLIC CAPITAL LETTER ABKHASIAN HA,True,False,Symmetrical,0.955
U+04A9,ҩ,CYRILLIC SMALL LETTER ABKHASIAN HA,False,False,Symmetrical,0.953
U+04AA,Ҫ,CYRILLIC CAPITAL LETTER ES WITH DESCENDER,True,True,Right-Pointing,0.9
U+04AB,ҫ,CYRILLIC SMALL LETTER ES WITH DESCENDER,False,True,Right-Pointing,0.897
U+04AC,Ҭ,CYRILLIC CAPITAL LETTER TE WITH DESCENDER,True,True,Symmetrical,0.0
U+04AD,ҭ,CYRILLIC SMALL LETTER TE WITH DESCENDER,False,True,Symmetrical,0.0
U+04AE,Ү,CYRILLIC CAPITAL LETTER STRAIGHT U,True,False,Symmetrical,0.0
U+04AF,ү,CYRILLIC SMALL LETTER STRAIGHT U,False,True,Symmetrical,0.308
U+04B0,Ұ,CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE,True,False,Symmetrical,0.0
U+04B1,ұ,CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE,False,True,Symmetrical,0.211
U+04B2,Ҳ,CYRILLIC CAPITAL LETTER HA WITH DESCENDER,True,True,Symmetrical,0.0
U+04B3,ҳ,CYRILLIC SMALL LETTER HA WITH DESCENDER,False,True,Symmetrical,0.0
U+04B4,Ҵ,CYRILLIC CAPITAL LIGATURE TE TSE,True,True,Left-Pointing,0.0
U+04B5,ҵ,CYRILLIC SMALL LIGATURE TE TSE,False,True,Left-Pointing,0.0
U+04B6,Ҷ,CYRILLIC CAPITAL LETTER CHE WITH DESCENDER,True,True,Left-Pointing,0.421
U+04B7,ҷ,CYRILLIC SMALL LETTER CHE WITH DESCENDER,False,True,Left-Pointing,0.389
U+04B8,Ҹ,CYRILLIC CAPITAL LETTER CHE WITH VERTICAL STROKE,True,False,Left-Pointing,0.381
U+04B9,ҹ,CYRILLIC SMALL LETTER CHE WITH VERTICAL STROKE,False,False,Left-Pointing,0.381
U+04BA,Һ,CYRILLIC CAPITAL LETTER SHHA,True,False,Right-Pointing,0.533
U+04BB,һ,CYRILLIC SMALL LETTER SHHA,True,False,Right-Pointing,0.5
U+04BC,Ҽ,CYRILLIC CAPITAL LETTER ABKHASIAN CHE,True,False,Symmetrical,0.774
U+04BD,ҽ,CYRILLIC SMALL LETTER ABKHASIAN CHE,False,False,Symmetrical,0.806
U+04BE,Ҿ,CYRILLIC CAPITAL LETTER ABKHASIAN CHE WITH DESCENDER,True,True,Symmetrical,0.714
U+04BF,ҿ,CYRILLIC SMALL LETTER ABKHASIAN CHE WITH DESCENDER,False,True,Symmetrical,0.75
U+04C0,Ӏ,CYRILLIC LETTER PALOCHKA,True,False,Symmetrical,0.0
U+04C1,Ӂ,CYRILLIC CAPITAL LETTER ZHE WITH BREVE,True,False,Symmetrical,0.308
U+04C2,ӂ,CYRILLIC SMALL LETTER ZHE WITH BREVE,True,False,Symmetrical,0.308
U+04C3,Ӄ,CYRILLIC CAPITAL LETTER KA WITH HOOK,True,True,Symmetrical,0.667
U+04C4,ӄ,CYRILLIC SMALL LETTER KA WITH HOOK,False,True,Symmetrical,0.64
U+04C5,Ӆ,CYRILLIC CAPITAL LETTER EL WITH TAIL,True,True,Left-Pointing,0.64
U+04C6,ӆ,CYRILLIC SMALL LETTER EL WITH TAIL,False,True,Left-Pointing,0.438
U+04C7,Ӈ,CYRILLIC CAPITAL LETTER EN WITH HOOK,True,True,Symmetrical,0.45
U+04C8,ӈ,CYRILLIC SMALL LETTER EN WITH HOOK,False,True,Symmetrical,0.45
U+04C9,Ӊ,CYRILLIC CAPITAL LETTER EN WITH TAIL,True,True,Symmetrical,0.0
U+04CA,ӊ,CYRILLIC SMALL LETTER EN WITH TAIL,False,True,Symmetrical,0.0
U+04CB,Ӌ,CYRILLIC CAPITAL LETTER KHAKASSIAN CHE,True,True,Left-Pointing,0.421
U+04CC,ӌ,CYRILLIC SMALL LETTER KHAKASSIAN CHE,False,True,Left-Pointing,0.389
U+04CD,Ӎ,CYRILLIC CAPITAL LETTER EM WITH TAIL,True,True,Symmetrical,0.24
U+04CE,ӎ,CYRILLIC SMALL LETTER EM WITH TAIL,False,True,Symmetrical,0.143
U+04CF,ӏ,CYRILLIC SMALL LETTER PALOCHKA,True,False,Symmetrical,0.0
U+04D0,Ӑ,CYRILLIC CAPITAL LETTER A WITH BREVE,True,False,Symmetrical,0.565
U+04D1,ӑ,CYRILLIC SMALL LETTER A WITH BREVE,True,False,Left-Pointing,0.757
U+04D2,Ӓ,CYRILLIC CAPITAL LETTER A WITH DIAERESIS,True,False,Symmetrical,0.7
U+04D3,ӓ,CYRILLIC SMALL LETTER A WITH DIAERESIS,True,False,Left-Pointing,0.818
U+04D4,Ӕ,CYRILLIC CAPITAL LIGATURE A IE,True,False,Symmetrical,0.0
U+04D5,ӕ,CYRILLIC SMALL LIGATURE A IE,False,False,Symmetrical,0.818
U+04D6,Ӗ,CYRILLIC CAPITAL LETTER IE WITH BREVE,True,False,Right-Pointing,0.4
U+04D7,ӗ,CYRILLIC SMALL LETTER IE WITH BREVE,True,False,Symmetrical,0.844
U+04D8,Ә,CYRILLIC CAPITAL LETTER SCHWA,True,False,Symmetrical,0.833
U+04D9,ә,CYRILLIC SMALL LETTER SCHWA,False,False,Symmetrical,0.864
U+04DA,Ӛ,CYRILLIC CAPITAL LETTER SCHWA WITH DIAERESIS,True,False,Symmetrical,0.9
U+04DB,ӛ,CYRILLIC SMALL LETTER SCHWA WITH DIAERESIS,True,False,Symmetrical,0.921
U+04DC,Ӝ,CYRILLIC CAPITAL LETTER ZHE WITH DIAERESIS,True,False,Symmetrical,0.485
U+04DD,ӝ,CYRILLIC SMALL LETTER ZHE WITH DIAERESIS,True,False,Symmetrical,0.485
U+04DE,Ӟ,CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS,True,False,Left-Pointing,0.87
U+04DF,ӟ,CYRILLIC SMALL LETTER ZE WITH DIAERESIS,True,False,Left-Pointing,0.867
U+04E0,Ӡ,CYRILLIC CAPITAL LETTER ABKHASIAN DZE,True,False,Left-Pointing,0.6
U+04E1,ӡ,CYRILLIC SMALL LETTER ABKHASIAN DZE,False,True,Left-Pointing,0.636
U+04E2,Ӣ,CYRILLIC CAPITAL LETTER I WITH MACRON,True,False,Symmetrical,0.3
U+04E3,ӣ,CYRILLIC SMALL LETTER I WITH MACRON,True,False,Symmetrical,0.333
U+04E4,Ӥ,CYRILLIC CAPITAL LETTER I WITH DIAERESIS,True,False,Symmetrical,0.667
U+04E5,ӥ,CYRILLIC SMALL LETTER I WITH DIAERESIS,True,False,Symmetrical,0.71
U+04E6,Ӧ,CYRILLIC CAPITAL LETTER O WITH DIAERESIS,True,False,Symmetrical,1.0
U+04E7,ӧ,CYRILLIC SMALL LETTER O WITH DIAERESIS,True,False,Symmetrical,1.0
U+04E8,Ө,CYRILLIC CAPITAL LETTER BARRED O,True,False,Symmetrical,0.909
U+04E9,ө,CYRILLIC SMALL LETTER BARRED O,False,False,Symmetrical,0.9
U+04EA,Ӫ,CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS,True,False,Symmetrical,0.947
U+04EB,ӫ,CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS,True,False,Symmetrical,0.944
U+04EC,Ӭ,CYRILLIC CAPITAL LETTER E WITH DIAERESIS,True,False,Left-Pointing,0.872
U+04ED,ӭ,CYRILLIC SMALL LETTER E WITH DIAERESIS,True,False,Symmetrical,0.872
U+04EE,Ӯ,CYRILLIC CAPITAL LETTER U WITH MACRON,True,False,Symmetrical,0.565
U+04EF,ӯ,CYRILLIC SMALL LETTER U WITH MACRON,True,True,Symmetrical,0.522
U+04F0,Ӱ,CYRILLIC CAPITAL LETTER U WITH DIAERESIS,True,False,Symmetrical,0.806
U+04F1,ӱ,CYRILLIC SMALL LETTER U WITH DIAERESIS,True,True,Symmetrical,0.778
U+04F2,Ӳ,CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE,True,False,Symmetrical,0.649
U+04F3,ӳ,CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE,True,True,Symmetrical,0.622
U+04F4,Ӵ,CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS,True,False,Left-Pointing,0.774
U+04F5,ӵ,CYRILLIC SMALL LETTER CHE WITH DIAERESIS,True,False,Left-Pointing,0.767
U+04F6,Ӷ,CYRILLIC CAPITAL LETTER GHE WITH DESCENDER,True,True,Right-Pointing,0.0
U+04F7,ӷ,CYRILLIC SMALL LETTER GHE WITH DESCENDER,False,True,Right-Pointing,0.0
U+04F8,Ӹ,CYRILLIC CAPITAL LETTER YERU WITH DIAERESIS,True,False,Symmetrical,0.735
U+04F9,ӹ,CYRILLIC SMALL LETTER YERU WITH DIAERESIS,True,False,Symmetrical,0.727
U+04FA,Ӻ,CYRILLIC CAPITAL LETTER GHE WITH STROKE AND HOOK,True,True,Right-Pointing,0.28
U+04FB,ӻ,CYRILLIC SMALL LETTER GHE WITH STROKE AND HOOK,False,True,Right-Pointing,0.28
U+04FC,Ӽ,CYRILLIC CAPITAL LETTER HA WITH HOOK,True,True,Symmetrical,0.304
U+04FD,ӽ,CYRILLIC SMALL LETTER HA WITH HOOK,False,True,Left-Pointing,0.304
U+04FE,Ӿ,CYRILLIC CAPITAL LETTER HA WITH STROKE,True,False,Symmetrical,0.0
U+04FF,ӿ,CYRILLIC SMALL LETTER HA WITH STROKE,False,False,Symmetrical,0.0
